npi,NE,MW,S,W,female,male,opioid_prescb,opioid,non_opioid
1649327537,0,0,1,0,0,1,1,25,628
1811207087,0,0,0,0,1,0,1,77,64
1891796058,0,0,1,0,0,1,1,42,1278
1659398527,0,1,0,0,1,0,0,0,28
1477558336,0,0,0,1,0,1,0,0,46
1467875476,0,0,1,0,1,0,0,0,900
1609043355,0,0,0,1,1,0,1,138,2163
1619980810,0,0,1,0,0,1,1,92,6420
1558342832,0,0,1,0,0,1,1,0,1701
1841302296,0,1,0,0,1,0,1,101,1544
1407817489,0,0,1,0,1,0,1,833,26458
1821022989,0,0,1,0,0,1,1,48,0
1023143435,0,1,0,0,0,1,0,0,39
1659597466,0,1,0,0,1,0,0,0,616
1598853343,0,0,0,0,0,1,0,0,2570
1629197231,0,1,0,0,1,0,1,13,11
1386784916,0,0,0,1,1,0,0,0,15
1952425571,0,0,1,0,0,1,1,18,323
1487644100,0,1,0,0,0,1,1,71,1862
1053535088,0,1,0,0,0,1,1,0,719
1104808922,0,0,0,0,0,1,0,0,306
1477575561,0,0,1,0,1,0,1,37,43
1265489439,0,0,0,1,0,1,1,72,280
1083705222,0,0,0,0,0,1,0,0,25
1487603916,0,0,0,1,0,1,1,57,140
1528408952,0,0,0,0,0,1,0,0,60
1194793711,0,1,0,0,1,0,0,0,73
1851368898,0,0,1,0,0,1,1,3665,1989
1881702900,0,0,1,0,0,1,0,0,18
1699782896,0,0,1,0,0,1,1,67,87
1912962671,0,0,1,0,0,1,1,126,597
1033454921,0,0,0,0,0,1,1,35,0
1174786297,0,0,0,0,0,1,1,218,1936
1831107986,0,0,1,0,0,1,0,0,104
1023187051,0,0,0,0,1,0,0,0,1904
1750411344,0,0,1,0,0,1,0,0,58
1639327281,0,1,0,0,1,0,0,0,25
1619937315,0,1,0,0,0,1,0,0,6048
1669547907,0,0,0,0,0,1,0,0,44
1659696334,0,0,0,0,0,1,0,0,11
1679506968,0,0,0,0,0,1,1,12,1351
1598837171,0,1,0,0,0,1,0,0,36
1912973702,0,1,0,0,1,0,1,211,4003
1245279132,0,0,0,1,1,0,0,0,2681
1972522340,0,0,1,0,1,0,1,259,2316
1396903613,0,0,0,0,1,0,0,0,441
1518269026,0,0,0,0,1,0,1,13,367
1225062508,0,0,0,0,0,1,0,0,12
1629167085,0,1,0,0,1,0,0,0,1019
1134136500,0,0,0,1,0,1,0,0,25
1306805007,0,0,0,1,0,1,0,0,125
1831408855,0,0,0,0,1,0,1,26,6244
1609851245,0,0,1,0,0,1,0,0,37
1467476648,0,0,0,0,0,1,1,0,31
1477991321,0,1,0,0,1,0,1,12,26
1063682060,0,0,1,0,1,0,0,0,275
1437130028,0,0,0,0,0,1,1,92,229
1790879914,0,1,0,0,0,1,1,136,2478
1881684264,0,0,0,0,1,0,1,357,4635
1366519738,0,0,0,0,1,0,0,0,18
1851581888,0,0,0,0,0,1,1,30,511
1194931196,0,0,0,1,1,0,0,0,16
1295842649,0,1,0,0,1,0,0,0,34
1649472283,0,0,0,1,1,0,0,0,190
1508951054,0,0,0,0,0,1,0,0,16
1609848381,0,0,0,0,0,1,0,0,12
1245574854,0,1,0,0,1,0,0,0,38
1801809157,0,1,0,0,0,1,1,146,2493
1942449558,0,0,0,1,0,1,0,0,15
1699070508,0,0,0,1,0,1,1,43,76
1962429308,0,0,1,0,0,1,1,53,0
1821226887,0,1,0,0,0,1,1,72,37
1376551903,0,0,1,0,0,1,1,229,6052
1619196417,0,1,0,0,1,0,0,0,10654
1619959996,0,0,1,0,1,0,1,132,4014
1649352535,0,0,1,0,1,0,1,154,2865
1255463048,0,1,0,0,1,0,0,0,25
1295992402,0,0,0,0,1,0,1,120,60
1578577680,0,0,0,0,0,1,1,16,38
1669464541,0,0,0,0,1,0,0,0,29
1649269812,0,1,0,0,0,1,0,0,38
1356348668,0,0,0,1,0,1,1,0,224
1508204181,0,1,0,0,0,1,1,47,55
1437191749,0,0,1,0,0,1,1,1321,17536
1093835217,0,0,1,0,0,1,1,62,24
1083604292,0,1,0,0,1,0,1,101,2308
1538381264,0,0,0,1,1,0,0,0,1549
1083786834,0,0,0,1,1,0,0,0,164
1659367647,0,0,1,0,0,1,1,72,1629
1184895690,0,1,0,0,1,0,0,0,50
1619022753,0,1,0,0,0,1,0,0,14
1891058137,0,0,0,1,0,1,1,13,18
1295727295,0,1,0,0,1,0,0,0,387
1376627075,0,0,1,0,0,1,1,39,16
1083645568,0,0,0,1,1,0,0,0,12
1639349244,0,0,1,0,1,0,1,47,6734
1427052117,0,0,0,0,0,1,1,894,23532
1225039746,0,0,1,0,0,1,1,549,10225
1184745705,0,0,1,0,0,1,0,0,387
1568690758,0,1,0,0,0,1,1,142,2485
1548323348,0,0,0,1,0,1,1,144,2821
1770673287,0,0,0,1,0,1,1,0,241
1184841827,0,0,0,0,1,0,1,15,16
1174762611,0,0,1,0,1,0,0,0,626
1548318223,0,0,1,0,0,1,0,0,51
1295796886,0,0,0,0,1,0,1,101,15
1366445942,0,0,1,0,0,1,1,158,30
1356462196,0,0,1,0,1,0,1,46,1055
1689971020,0,1,0,0,1,0,1,146,1656
1912075938,0,0,0,1,1,0,1,27,91
1528188190,0,0,0,0,1,0,0,0,3335
1760593966,0,0,1,0,1,0,1,0,415
1114127867,0,0,1,0,0,1,1,143,180
1548573439,0,0,0,0,1,0,1,0,82
1699782557,0,0,1,0,0,1,1,485,6400
1043216559,0,0,0,0,0,1,1,0,1726
1841234416,0,0,1,0,1,0,1,13,227
1740258185,0,0,0,1,0,1,1,14,26
1467656215,0,0,0,0,1,0,0,0,21
1306016696,0,0,0,1,0,1,0,0,1140
1407826894,0,1,0,0,0,1,0,0,406
1629354121,0,0,0,1,1,0,1,71,791
1477882074,0,0,0,0,0,1,1,68,856
1902828924,0,0,1,0,1,0,0,0,3519
1598779779,0,0,1,0,0,1,1,60,3497
1891764874,0,0,1,0,0,1,1,91,154
1144487364,0,0,0,0,1,0,1,0,12
1366402893,0,0,0,0,0,1,1,13,1435
1134190663,0,1,0,0,0,1,0,0,219
1902808553,0,0,0,0,0,1,1,126,11510
1164422002,0,1,0,0,0,1,1,26,43
1639132558,0,0,0,0,0,1,0,0,358
1912974320,0,1,0,0,0,1,0,0,37
1063426286,0,0,1,0,0,1,1,1167,334
1487053328,0,0,0,0,1,0,0,0,12
1134169352,0,1,0,0,0,1,1,401,10341
1427096866,0,0,1,0,0,1,1,32,67
1487902961,0,1,0,0,0,1,0,0,371
1477676807,0,0,1,0,0,1,1,11,1850
1588693477,0,0,1,0,0,1,1,176,11702
1700852860,0,1,0,0,0,1,1,92,2282
1427046440,0,0,0,0,0,1,1,14,355
1083641195,0,1,0,0,0,1,1,92,0
1588650345,0,0,0,1,0,1,0,0,11
1952350084,0,0,0,0,1,0,0,0,47
1811942923,0,0,0,0,1,0,1,16,284
1396739397,0,0,0,0,0,1,1,0,18
1740456920,0,0,1,0,0,1,0,0,32
1548202518,0,1,0,0,0,1,1,67,11
1174518120,0,0,1,0,0,1,1,41,225
1285615088,0,0,0,0,1,0,0,0,510
1952697658,0,0,0,0,0,1,0,0,12
1780789727,0,0,0,0,0,1,1,97,2556
1801964788,0,0,1,0,1,0,1,0,1025
1457354631,0,0,1,0,0,1,1,327,10796
1639516230,0,0,0,0,0,1,0,0,11
1881942142,0,0,0,0,1,0,1,18,0
1942259288,0,0,0,1,0,1,0,0,2398
1134235302,0,0,0,0,0,1,1,209,12640
1073563805,0,0,0,0,0,1,0,0,30
1982679098,0,0,1,0,0,1,0,0,384
1598804411,0,0,0,0,0,1,0,0,943
1003847179,0,0,0,1,0,1,1,12,171
1669472569,0,1,0,0,0,1,0,0,48
1013998269,0,0,0,0,0,1,1,74,62
1881856029,0,0,1,0,1,0,1,0,172
1316921075,0,0,0,1,0,1,1,500,1580
1811102692,0,1,0,0,1,0,0,0,30
1760410526,0,0,0,1,0,1,1,62,2241
1407837370,0,0,0,0,1,0,0,0,206
1245240969,0,0,1,0,1,0,1,307,3443
1508012741,0,0,0,1,1,0,1,273,2771
1124017165,0,0,0,0,1,0,1,429,389
1235545658,0,0,1,0,1,0,1,35,254
1356557888,0,0,0,1,1,0,0,0,506
1568752137,0,1,0,0,1,0,0,0,99
1376539916,0,0,0,0,0,1,0,0,15
1588713895,0,1,0,0,0,1,0,0,13
1518932672,0,0,0,0,0,1,1,166,1478
1720088834,0,0,1,0,0,1,1,127,94
1023070612,0,0,1,0,1,0,0,0,35
1427076447,0,0,1,0,0,1,1,34,180
1275616757,0,0,0,1,1,0,0,0,339
1205965936,0,1,0,0,0,1,1,18,1098
1538230560,0,0,1,0,1,0,1,39,364
1669435988,0,0,1,0,0,1,0,0,456
1083811632,0,1,0,0,0,1,0,0,19
1821041823,0,1,0,0,1,0,1,26,0
1467770537,0,0,0,1,0,1,1,0,42
1114256955,0,0,0,1,1,0,0,0,11
1194980706,0,0,0,0,0,1,0,0,56
1275583650,0,0,1,0,0,1,0,0,151
1609891373,0,1,0,0,0,1,1,13,39
1558641852,0,0,0,1,0,1,1,13,83
1326041427,0,0,0,1,0,1,1,117,3833
1760480438,0,0,0,0,1,0,0,0,1094
1114248655,0,0,1,0,0,1,1,14,31
1588785109,0,0,1,0,0,1,1,14,29
1306936877,0,0,1,0,1,0,0,0,4305
1245293166,0,1,0,0,1,0,0,0,1845
1538130174,0,0,1,0,0,1,1,54,1185
1255418786,0,0,0,0,1,0,0,0,134
1578503660,0,0,0,1,0,1,0,0,153
1598793713,0,0,0,0,0,1,1,0,531
1104053560,0,1,0,0,1,0,1,15,137
1538282256,0,1,0,0,0,1,1,124,1754
1194847699,0,0,1,0,0,1,1,17,68
1104093277,0,0,0,1,1,0,0,0,218
1669720819,0,0,1,0,1,0,1,53,1643
1306903638,0,0,0,0,0,1,0,0,57
1518967835,0,1,0,0,0,1,1,210,4122
1265789044,0,0,0,1,1,0,1,172,1873
1265454631,0,0,0,0,0,1,0,0,11
1588689772,0,0,0,0,0,1,1,0,177
1487605804,0,1,0,0,0,1,1,553,5208
1437475183,0,0,1,0,1,0,1,238,1834
1063404903,0,0,1,0,0,1,1,256,35
1730238874,0,1,0,0,0,1,0,0,1683
1427078344,0,0,1,0,0,1,1,23,0
1013202738,0,0,0,1,1,0,1,201,2872
1982894135,0,0,0,1,1,0,1,254,1414
1871819383,0,1,0,0,0,1,1,0,265
1154430924,0,0,0,0,1,0,0,0,330
1598929853,0,1,0,0,1,0,0,0,14
1871668145,0,1,0,0,0,1,1,329,3168
1750495008,0,0,0,0,1,0,1,131,2904
1215927082,0,0,1,0,1,0,0,0,18
1407969348,0,1,0,0,0,1,1,11,0
1316056369,0,0,1,0,0,1,1,66,178
1386842805,0,0,1,0,0,1,1,36,0
1437591823,0,0,0,1,1,0,1,13,36
1346288784,0,0,1,0,0,1,0,0,443
1689635682,0,0,0,0,0,1,1,174,2464
1841601556,0,0,1,0,0,1,1,21,33
1326349325,0,0,0,0,0,1,1,56,55
1134110356,0,0,1,0,0,1,1,282,84
1770599664,0,1,0,0,0,1,1,13,27
1952698532,0,0,1,0,0,1,0,0,121
1962756213,0,1,0,0,1,0,1,80,453
1881876266,0,0,0,0,1,0,1,0,940
1821057720,0,0,0,0,0,1,1,0,460
1336280569,0,0,1,0,0,1,0,0,1172
1952366510,0,0,1,0,0,1,1,12,924
1912170283,0,0,0,1,0,1,1,70,1453
1326026683,0,0,0,0,1,0,1,0,425
1942422696,0,0,1,0,0,1,0,0,1833
1154355253,0,0,0,0,0,1,1,11,41
1306983507,0,0,0,0,1,0,1,38,12
1417056805,0,0,0,1,1,0,1,41,1507
1184886160,0,0,0,1,0,1,0,0,16
1164496865,0,1,0,0,0,1,1,55,14
1932131133,0,0,0,0,0,1,0,0,558
1447332630,0,0,0,1,0,1,0,0,14
1982674685,0,0,0,1,1,0,1,403,9317
1437467065,0,1,0,0,1,0,0,0,15
1386686558,0,0,1,0,1,0,1,257,315
1548311160,0,0,0,0,1,0,1,14,337
1336143130,0,1,0,0,1,0,1,106,1730
1841270295,0,0,0,1,0,1,0,0,397
1770745705,0,0,0,0,0,1,1,52,14
1003830142,0,1,0,0,0,1,1,479,4347
1740262856,0,1,0,0,1,0,1,383,2929
1104884147,0,1,0,0,0,1,0,0,83
1851649966,0,0,1,0,1,0,0,0,19
1598880676,0,0,0,1,0,1,1,36,27
1285717603,0,1,0,0,0,1,0,0,30
1053475806,0,0,0,1,0,1,1,46,89
1003888355,0,0,0,0,0,1,1,28,929
1700893294,0,0,0,1,0,1,1,105,1314
1689647216,0,1,0,0,0,1,0,0,999
1528369543,0,0,0,0,0,1,0,0,30
1568737625,0,0,1,0,0,1,0,0,54
1275648586,0,0,1,0,0,1,0,0,713
1831180249,0,0,1,0,0,1,0,0,12
1760611321,0,0,0,0,0,1,1,531,6150
1508873886,0,0,1,0,0,1,1,29,60
1730100165,0,0,1,0,1,0,0,0,12
1619064094,0,1,0,0,0,1,0,0,177
1356365068,0,0,0,0,0,1,0,0,97
1568797108,0,0,1,0,1,0,1,26,112
1376585547,0,0,0,0,1,0,1,84,6147
1396803177,0,0,0,0,1,0,1,216,1619
1447248885,0,0,0,1,1,0,1,81,861
1265783880,0,0,0,1,0,1,1,45,18
1124171418,0,0,0,1,0,1,1,308,4985
1083636674,0,0,0,0,0,1,0,0,5094
1376541789,0,0,1,0,0,1,1,27,35
1215245873,0,0,1,0,1,0,1,22,79
1912044900,0,0,0,0,1,0,0,0,1479
1144290081,0,0,0,1,0,1,1,260,10060
1780667915,0,1,0,0,0,1,1,45,121
1316931264,0,0,0,0,1,0,1,0,392
1194850206,0,1,0,0,1,0,1,12,0
1225315229,0,0,0,1,1,0,1,422,4351
1003101783,0,0,1,0,0,1,1,14,12
1588920052,0,1,0,0,0,1,0,0,230
1366766610,0,1,0,0,1,0,1,46,940
1114903309,0,0,0,0,0,1,1,19,96
1821076944,0,0,1,0,1,0,0,0,14
1205808532,0,0,0,0,0,1,1,37,672
1295755841,0,1,0,0,0,1,0,0,957
1255465290,0,0,0,1,0,1,0,0,16
1669598561,0,0,1,0,0,1,1,526,17222
1770585176,0,0,1,0,0,1,1,394,11743
1306887633,0,0,1,0,0,1,1,73,60
1770922734,0,0,0,1,0,1,1,0,285
1508084690,0,1,0,0,0,1,1,56,23
1023175320,0,0,1,0,0,1,1,114,135
1184705014,0,0,1,0,0,1,0,0,23
1235147364,0,0,1,0,0,1,0,0,28
1528078037,0,0,0,0,0,1,0,0,25
1912941915,0,0,1,0,0,1,1,57,2659
1689872194,0,0,1,0,0,1,1,0,13
1942270780,0,0,0,0,1,0,1,210,4156
1922026012,0,0,0,1,0,1,0,0,14
1871865071,0,0,0,1,1,0,1,123,100
1285761692,0,0,1,0,1,0,1,0,12
1235193707,0,0,0,0,1,0,1,185,3169
1982924973,0,0,1,0,0,1,0,0,11
1730315474,0,1,0,0,1,0,0,0,27
1316908916,0,0,1,0,0,1,1,20,21
1275783474,0,0,1,0,1,0,1,0,11
1134316581,0,0,0,0,1,0,0,0,195
1487092045,0,0,0,0,0,1,0,0,36
1174582233,0,0,1,0,0,1,1,575,4682
1760512529,0,0,0,1,1,0,1,313,1753
1548587983,0,0,1,0,1,0,1,43,589
1336199215,0,0,1,0,0,1,1,13,765
1386812642,0,1,0,0,1,0,1,752,702
1013295047,0,0,0,0,1,0,0,0,11
1871579177,0,1,0,0,1,0,1,12,873
1558666560,0,0,1,0,0,1,0,0,12
1073627774,0,0,0,0,1,0,0,0,77
1710053210,0,0,0,0,0,1,0,0,11
1154376804,0,0,1,0,1,0,0,0,1470
1518306505,0,0,0,0,0,1,0,0,43
1801809363,0,0,1,0,1,0,0,0,378
1245289529,0,0,1,0,0,1,1,257,11379
1386629012,0,0,1,0,0,1,0,0,5073
1518001551,0,0,0,1,0,1,1,18,61
1427207034,0,1,0,0,1,0,0,0,30
1407923352,0,0,0,1,1,0,1,13,99
1356396634,0,1,0,0,0,1,1,484,7071
1811978075,0,0,0,1,0,1,1,888,502
1598820813,0,0,1,0,0,1,1,346,206
1760549182,0,0,0,1,0,1,1,471,305
1588718084,0,0,0,0,0,1,1,32,2406
1225028632,0,0,0,1,0,1,1,0,662
1508140047,0,0,1,0,1,0,1,31,31
1588725394,0,1,0,0,1,0,0,0,13
1053402628,0,0,0,0,0,1,0,0,11
1407812407,0,1,0,0,1,0,0,0,86
1093987885,0,0,1,0,0,1,1,22,938
1437572898,0,0,1,0,1,0,1,41,17
1487088241,0,0,0,0,1,0,1,17,694
1720028335,0,0,0,1,1,0,1,0,284
1093152738,0,0,0,1,1,0,0,0,61
1982752440,0,0,0,0,0,1,1,22,0
1750310504,0,0,1,0,0,1,1,0,114
1114046646,0,0,0,1,0,1,0,0,25
1952535163,0,0,1,0,1,0,0,0,186
1801835392,0,0,0,0,1,0,0,0,33
1487660502,0,0,1,0,0,1,1,37,70
1144353582,0,0,1,0,1,0,0,0,11
1811902471,0,0,0,1,0,1,0,0,14
1982685707,0,1,0,0,1,0,0,0,40
1750303079,0,1,0,0,0,1,0,0,508
1265603740,0,0,0,0,1,0,0,0,18
1548276793,0,0,0,0,0,1,0,0,42
1891874483,0,1,0,0,1,0,1,48,971
1568778736,0,0,1,0,1,0,1,26,56
1104899582,0,0,0,0,1,0,1,159,1981
1144286360,0,0,1,0,0,1,1,709,19351
1689776387,0,0,1,0,0,1,1,112,826
1255537262,0,0,0,0,1,0,0,0,24
1548358260,0,0,0,0,0,1,0,0,74
1548446602,0,0,0,1,1,0,0,0,22
1053471045,0,0,0,1,0,1,1,255,1811
1396749099,0,1,0,0,0,1,0,0,24
1508095977,0,0,1,0,0,1,1,50,118
1700859113,0,0,0,0,1,0,0,0,58
1033484357,0,0,1,0,1,0,1,45,1555
1487627253,0,1,0,0,1,0,1,79,234
1023309986,0,0,1,0,1,0,1,21,11
1275566598,0,0,1,0,0,1,1,746,838
1720427974,0,1,0,0,0,1,1,0,62
1366703019,0,0,1,0,1,0,0,0,521
1861527624,0,0,1,0,1,0,0,0,115
1063491157,0,0,1,0,0,1,1,16,35
1366514317,0,1,0,0,0,1,1,102,16
1598729741,0,0,0,0,0,1,1,52,33
1386637239,0,0,0,0,0,1,1,31,75
1033280136,0,0,0,1,0,1,1,17,27
1235120734,0,0,0,1,1,0,1,251,1770
1346291051,0,0,1,0,1,0,0,0,13
1356565618,0,1,0,0,1,0,0,0,899
1629155296,0,0,0,1,1,0,0,0,454
1669457412,0,0,1,0,0,1,0,0,15
1538159017,0,0,1,0,0,1,0,0,4860
1669404547,0,0,1,0,1,0,1,0,105
1811221575,0,0,0,0,1,0,0,0,23
1861427973,0,1,0,0,1,0,0,0,157
1023122470,0,1,0,0,1,0,0,0,41
1568493948,0,0,1,0,0,1,0,0,98
1124085667,0,0,0,0,0,1,1,15,11
1982934808,0,1,0,0,1,0,0,0,413
1992744296,0,0,1,0,0,1,0,0,82
1538373907,0,0,1,0,0,1,1,235,424
1730399593,0,0,0,0,1,0,0,0,33
1407843485,0,0,1,0,0,1,1,58,84
1487603106,0,0,0,1,1,0,0,0,248
1649248105,0,0,1,0,0,1,1,82,2545
1982609897,0,1,0,0,1,0,1,1012,15868
1629173158,0,0,1,0,0,1,0,0,586
1417383803,0,0,1,0,0,1,0,0,691
1790841054,0,1,0,0,0,1,1,27,26
1740374123,0,0,0,1,1,0,0,0,47
1174583132,0,1,0,0,0,1,1,75,575
1295037299,0,0,1,0,1,0,0,0,279
1235217712,0,0,0,1,0,1,1,56,17
1154567709,0,0,1,0,0,1,1,48,138
1598882300,0,0,0,0,0,1,0,0,99
1962765586,0,1,0,0,0,1,1,46,103
1992974612,0,0,0,0,0,1,0,0,35
1487641213,0,0,0,1,0,1,0,0,13
1770747362,0,0,1,0,1,0,0,0,883
1659492189,0,0,0,0,0,1,1,51,72
1447356548,0,0,1,0,0,1,0,0,301
1639170400,0,0,0,1,0,1,0,0,41
1164622270,0,0,0,0,0,1,0,0,18
1609062892,0,0,1,0,0,1,1,81,3741
1952412561,0,0,1,0,0,1,1,656,296
1023079084,0,0,0,0,1,0,1,44,397
1659497311,0,0,1,0,1,0,1,467,6638
1851674329,0,0,0,1,1,0,0,0,1760
1285695866,0,0,1,0,0,1,1,2417,26727
1194829549,0,0,0,1,0,1,1,46,0
1083812127,0,1,0,0,0,1,1,13,413
1760479281,0,0,0,1,0,1,1,100,506
1235416090,0,1,0,0,1,0,1,17,0
1649359704,0,0,0,0,1,0,0,0,37
1932255601,0,0,0,1,1,0,0,0,28
1619901154,0,1,0,0,0,1,1,136,166
1861593477,0,0,1,0,1,0,0,0,117
1306845029,0,0,1,0,0,1,1,117,3159
1821315847,0,1,0,0,1,0,1,79,499
1467689919,0,0,0,0,0,1,1,0,32
1265523005,0,0,1,0,0,1,1,526,12205
1083603179,0,1,0,0,0,1,0,0,11
1265832497,0,0,1,0,1,0,0,0,12
1255322335,0,1,0,0,0,1,1,281,2724
1063690931,0,0,0,1,0,1,1,79,1277
1316019474,0,0,0,1,0,1,1,16,448
1144214438,0,0,1,0,1,0,1,708,7656
1104830959,0,0,1,0,0,1,1,39,1584
1538347570,0,0,1,0,1,0,1,0,56
1912916347,0,1,0,0,0,1,0,0,11
1619088390,0,1,0,0,1,0,1,59,3554
1346394061,0,0,0,0,0,1,0,0,152
1609090208,0,1,0,0,0,1,1,30,0
1629262886,0,0,1,0,0,1,0,0,46
1245295351,0,0,1,0,0,1,1,56,133
1295753127,0,0,1,0,0,1,1,842,36505
1366673097,0,0,0,1,1,0,1,66,2191
1942454616,0,0,0,1,1,0,1,73,139
1841306297,0,0,1,0,0,1,1,54,254
1659302289,0,0,0,0,0,1,1,11,16
1891819207,0,0,0,0,0,1,0,0,45
1407891401,0,0,0,1,0,1,0,0,11
1053414615,0,1,0,0,0,1,0,0,14
1063477453,0,0,0,0,1,0,1,33,28
1578815023,0,0,0,1,1,0,1,88,926
1033313556,0,0,1,0,0,1,1,150,115
1295171270,0,1,0,0,1,0,1,40,212
1902062714,0,1,0,0,1,0,1,0,888
1255677597,0,0,1,0,0,1,0,0,673
1831230697,0,0,0,0,0,1,0,0,28
1851376230,0,1,0,0,1,0,0,0,59
1114096559,0,0,0,1,0,1,0,0,31
1306904354,0,1,0,0,1,0,0,0,1183
1144226523,0,0,0,0,0,1,0,0,1125
1104045715,0,0,0,1,0,1,0,0,23
1265745038,0,1,0,0,0,1,1,0,93
1043220320,0,0,1,0,1,0,0,0,45
1134347891,0,0,1,0,0,1,0,0,11
1518083617,0,0,1,0,1,0,1,0,12
1538183199,0,0,1,0,1,0,0,0,78
1548238827,0,0,0,0,0,1,0,0,518
1568416931,0,0,1,0,1,0,0,0,24
1023119682,0,0,0,1,0,1,0,0,105
1780697011,0,0,0,0,0,1,1,26,45
1528053535,0,0,0,0,1,0,0,0,97
1073660577,0,0,1,0,0,1,0,0,11
1497750905,0,0,0,0,1,0,1,455,5403
1801974985,0,0,0,1,1,0,1,22,114
1700893815,0,1,0,0,0,1,0,0,48
1114901089,0,0,1,0,0,1,1,100,56
1043233588,0,0,0,0,0,1,1,0,14
1619954369,0,0,1,0,0,1,1,150,3129
1952383929,0,0,0,1,0,1,1,83,22
1063405884,0,0,1,0,0,1,1,59,99
1629308663,0,1,0,0,1,0,0,0,403
1841427804,0,0,1,0,1,0,1,31,79
1750453882,0,0,0,0,1,0,0,0,379
1124129390,0,0,0,0,1,0,0,0,98
1013071299,0,0,0,0,0,1,0,0,68
1831147230,0,0,0,1,0,1,0,0,19
1922217629,0,1,0,0,0,1,1,380,11106
1902894991,0,0,0,0,0,1,1,47,139
1386951770,0,0,0,1,1,0,1,28,0
1255338885,0,0,1,0,0,1,0,0,4088
1346241890,0,0,1,0,0,1,0,0,371
1326094509,0,0,1,0,0,1,1,11,42
1174842918,0,0,1,0,0,1,1,40,13
1417108291,0,0,0,1,0,1,0,0,1351
1689672834,0,1,0,0,0,1,0,0,190
1679834881,0,0,0,0,1,0,0,0,238
1598721292,0,1,0,0,1,0,0,0,24
1871899096,0,0,1,0,1,0,1,89,49
1083879480,0,1,0,0,0,1,1,29,11
1831187004,0,0,1,0,0,1,1,288,3305
1801958947,0,1,0,0,1,0,1,14,1417
1639453921,0,0,0,1,1,0,1,83,1488
1508204058,0,0,0,1,1,0,1,16,325
1972562189,0,0,0,1,0,1,0,0,13
1104056175,0,0,0,1,1,0,0,0,11
1205882016,0,0,0,0,0,1,0,0,12
1841404928,0,0,0,0,1,0,1,0,46
1801041207,0,0,1,0,1,0,1,14,161
1073584256,0,0,1,0,0,1,1,0,6137
1467736868,0,0,1,0,0,1,1,53,1128
1265660997,0,0,0,0,0,1,1,22,39
1063545242,0,0,1,0,0,1,1,196,346
1063461903,0,1,0,0,1,0,0,0,6737
1689723694,0,0,1,0,0,1,1,620,1109
1821069832,0,0,0,0,0,1,0,0,132
1811971807,0,0,0,0,0,1,1,16,51
1629147574,0,0,1,0,0,1,1,167,7418
1174872204,0,0,1,0,1,0,0,0,14
1962516203,0,0,0,1,0,1,0,0,309
1619266178,0,0,0,0,1,0,1,42,239
1407991615,0,1,0,0,0,1,1,104,652
1144209560,0,0,0,0,1,0,1,0,155
1487898904,0,0,0,0,1,0,0,0,975
1932102944,0,0,1,0,0,1,0,0,79
1740244730,0,0,1,0,0,1,0,0,3553
1356593750,0,1,0,0,1,0,0,0,56
1174527972,0,1,0,0,0,1,1,3691,1976
1447459409,0,0,0,1,1,0,1,0,94
1164529889,0,0,1,0,0,1,0,0,1642
1407800378,0,0,1,0,0,1,1,0,1430
1932130887,0,0,0,1,0,1,0,0,38
1114093580,0,1,0,0,0,1,1,39,66
1457616211,0,0,0,0,1,0,1,23,99
1144374281,0,0,0,1,0,1,1,21,863
1679559298,0,1,0,0,0,1,1,481,2957
1174864482,0,0,1,0,1,0,1,27,508
1144551300,0,1,0,0,1,0,1,32,0
1194823278,0,0,0,1,0,1,0,0,13
1619972320,0,0,0,1,0,1,0,0,11
1730400540,0,0,1,0,0,1,1,96,112
1649214040,0,0,1,0,0,1,1,19,1700
1992804843,0,0,0,1,0,1,0,0,710
1205922804,0,0,0,0,1,0,1,27,251
1790772754,0,1,0,0,1,0,1,48,492
1184050460,0,0,1,0,1,0,1,17,810
1386667921,0,0,1,0,1,0,0,0,193
1992783302,0,0,0,1,0,1,1,2124,1442
1164494522,0,1,0,0,1,0,0,0,52
1831233063,0,0,1,0,0,1,0,0,167
1528137890,0,0,0,0,1,0,1,79,12
1437360351,0,1,0,0,0,1,0,0,137
1487664413,0,0,0,1,1,0,0,0,42
1144463415,0,0,0,1,1,0,0,0,14
1376700930,0,0,1,0,0,1,1,65,855
1285752832,0,0,0,1,0,1,1,27,3750
1689993024,0,0,0,1,0,1,1,80,773
1285957241,0,0,0,1,1,0,1,23,11
1447214333,0,0,1,0,0,1,1,56,1767
1467546051,0,0,0,0,0,1,0,0,810
1679621643,0,0,0,1,1,0,0,0,64
1497957195,0,0,1,0,0,1,1,752,11338
1497741987,0,0,1,0,1,0,1,92,3310
1245288380,0,1,0,0,1,0,1,44,1121
1811082803,0,0,1,0,0,1,1,189,594
1578559449,0,1,0,0,0,1,1,443,9464
1598889388,0,0,1,0,0,1,0,0,818
1992777585,0,0,0,1,1,0,0,0,18
1962493692,0,0,0,1,1,0,1,73,94
1063662153,0,0,0,1,1,0,1,0,225
1871694208,0,0,0,1,0,1,0,0,836
1255358297,0,0,0,1,0,1,0,0,22
1659662799,0,0,1,0,1,0,0,0,12
1104871318,0,0,1,0,0,1,0,0,12
1669570511,0,1,0,0,0,1,1,239,63
1144271669,0,0,1,0,0,1,0,0,148
1538380928,0,0,0,1,0,1,1,28,423
1184702409,0,1,0,0,0,1,1,257,4334
1053351080,0,0,0,0,0,1,0,0,67
1962534784,0,0,0,1,0,1,1,13,15
